,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Gpr55,228,136,151,193,335,263,240,185,211
Spata3,0,0,0,0,0,0,0,0,0
2810459M11Rik,0,0,0,0,0,0,0,0,0
Psmd1,2359,2417,1482,1034,1460,1733,1025,828,1131
Htr2b,2,3,13,8,10,12,3,2,3
Armc9,63,55,42,44,51,48,38,32,56
Gm28626,270,202,263,173,284,421,190,139,218
B3gnt7,2431,1849,2670,1620,2431,4138,1702,1372,1967
Ncl,5910,5529,4260,2797,4403,5163,2469,1950,2865
Snora75,3,2,3,2,3,6,1,1,6
Gm24148,3,0,5,0,0,0,0,0,1
Snord82,0,0,1,0,0,2,0,0,0
C130036L24Rik,3,14,2,1,1,5,4,1,1
Nmur1,0,0,0,0,0,0,0,0,0
Tex44,0,0,0,0,0,0,0,0,0
Ptma,5832,5621,2255,1872,2746,2624,1824,1586,2219
Pde6d,308,258,115,157,161,128,182,165,188
Cops7b,228,226,188,96,154,172,150,99,136
Nppc,0,0,1,0,0,0,0,0,0
Dis3l2,275,224,166,153,269,216,167,153,186
Alppl2,3,3,9,5,4,7,4,5,12
Alpi,0,0,0,0,0,0,0,0,0
Akp3,0,0,0,0,0,0,0,0,0
Ecel1,0,1,0,0,0,0,0,0,0
Prss56,0,0,0,0,0,0,0,0,0
Chrnd,0,0,0,0,0,0,0,0,0
Chrng,0,0,0,0,0,0,0,0,0
Eif4e2,809,697,465,434,651,631,478,361,580
Efhd1,0,0,5,5,5,7,0,3,0
Gigyf2,829,791,500,466,541,648,557,440,697
Kcnj13,5,3,11,3,8,9,3,8,5
Snorc,0,0,0,0,0,0,0,0,0
Ngef,0,0,1,0,0,0,0,1,0
Neu2,0,0,0,0,2,0,0,0,0
Inpp5d,3556,3289,2921,2013,2913,3405,1937,1446,2369
Gm33517,2,1,6,3,7,10,3,1,3
Atg16l1,539,456,435,330,568,579,363,271,378
Scarna6,1,4,1,3,2,4,2,0,0
Sag,9,3,23,7,18,22,8,6,14
Dgkd,1251,897,790,764,1111,1050,880,656,1185
Gm19582,30,24,28,30,23,29,25,19,35
Usp40,255,196,192,124,120,168,152,123,227
Ugt1a10,0,0,0,0,0,0,0,0,0
Ugt1a9,0,0,1,0,0,0,0,0,0
Ugt1a8,0,0,0,0,0,0,0,0,0
Ugt1a7c,597,560,348,289,458,422,307,284,439
Ugt1a6b,6,2,6,1,3,3,0,1,4
Ugt1a6a,8,12,3,4,3,3,3,2,2
Ugt1a5,0,1,0,0,2,2,2,1,2
Ugt1a2,1,1,1,1,3,2,3,0,0
Dnajb3,20,10,10,20,14,11,25,22,15
Ugt1a1,3,1,1,2,2,3,0,1,2
Mroh2a,241,169,125,146,219,146,201,217,277
Hjurp,473,347,177,284,362,212,351,319,451
6430706D22Rik,0,0,0,0,0,0,0,0,0
Trpm8,0,0,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0,0
Gm29538,0,0,0,0,0,0,0,0,0
Glrp1,13,3,13,7,19,9,2,8,11
Gm19589,0,0,0,0,0,0,0,0,0
Arl4c,168,129,127,334,388,166,267,289,417
Platr5,0,0,0,0,0,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0,0,0
Sh3bp4,16,18,9,5,16,11,6,0,1
C030007H22Rik,0,0,0,0,0,0,0,0,0
Agap1,2370,2290,2107,1570,2465,2664,1712,1341,1879
4933400F21Rik,3,4,14,7,5,22,2,10,4
Gbx2,0,0,0,1,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0,0
Iqca,0,0,0,0,0,0,0,0,0
Ackr3,0,1,0,1,2,2,1,2,0
Cops8,561,500,458,374,564,548,332,247,349
Col6a3,9,6,3,2,1,4,2,5,4
Mlph,124,96,141,76,95,149,80,64,122
Prlh,0,0,0,0,0,0,0,0,0
Rab17,0,0,0,0,0,0,0,0,0
Lrrfip1,6911,6010,8394,6126,9918,9904,5973,4703,7077
Rbm44,45,50,4,1,5,1,8,9,14
Ramp1,1095,741,777,697,1068,1002,941,762,1055
Ube2f,457,412,328,278,370,387,319,231,342
Scly,260,294,126,111,151,142,122,109,144
Espnl,0,1,2,0,1,3,0,0,0
Klhl30,0,0,1,0,2,2,0,0,1
Erfe,22,20,5,11,12,6,5,1,8
Ilkap,573,473,350,284,473,430,295,284,396
1700020N18Rik,0,0,0,0,0,0,0,0,0
Hes6,456,335,407,291,450,471,246,212,322
Per2,199,171,904,727,1833,1500,255,173,241
Traf3ip1,105,123,111,58,85,117,71,39,75
Asb1,254,214,133,120,168,218,122,89,126
Twist2,0,0,0,0,0,0,0,0,0
Hdac4,1228,940,1175,780,1165,1444,673,445,835
Ndufa10,1062,1064,605,478,652,621,469,396,567
Mir6900,0,1,0,0,2,0,0,0,0
Olfr1416,0,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0
Cops9,465,498,270,242,327,332,247,248,297
Otos,0,0,1,0,1,0,1,0,0
Gm29483,0,0,0,0,0,0,0,0,0
Gpc1,7,9,8,11,8,3,5,4,10
Gm29480,1,0,0,0,0,0,0,1,0
Mir149,0,0,0,0,0,0,0,0,0
Ankmy1,2,5,0,6,1,3,1,1,5
Dusp28,59,45,54,40,63,49,38,40,52
5033417F24Rik,11,12,9,5,5,4,4,3,13
Rnpepl1,1726,1497,967,902,1268,1228,1108,815,1368
9430060I03Rik,22,22,19,12,9,18,12,16,13
Capn10,153,137,105,59,119,115,98,74,90
Gpr35,169,218,337,185,364,413,105,71,103
Aqp12,0,0,0,0,0,0,0,0,0
Kif1a,72,68,74,63,68,89,37,29,31
Agxt,0,0,0,0,0,0,0,0,0
Mab21l4,0,1,0,0,1,0,1,0,0
Crocc2,0,0,0,3,0,0,0,0,0
Sned1,9,19,5,13,11,10,12,8,24
Mir6901,0,0,0,0,0,0,0,0,0
Mterf4,111,89,49,43,39,51,59,47,75
Gm28535,28,27,1,7,2,6,12,3,10
Pask,336,307,28,39,40,26,63,45,74
Ppp1r7,830,852,415,315,411,461,358,288,394
Mir6902,0,0,0,0,0,0,0,0,0
Mir6345,0,0,0,0,0,0,0,0,0
Ano7,3,0,0,0,1,1,0,0,3
Hdlbp,4963,4883,3055,2836,3592,3432,2619,2035,3139
Septin2,3344,3066,1883,1802,2167,2231,1938,1579,2121
Farp2,63,61,48,36,74,75,47,42,62
Stk25,1035,880,755,637,905,925,684,556,863
Bok,84,94,21,9,31,19,21,13,22
Thap4,260,217,210,201,267,303,151,103,173
Atg4b,465,409,362,251,392,451,259,222,309
Dtymk,620,672,195,110,176,220,189,128,206
Ing5,418,319,344,342,511,406,229,204,337
D2hgdh,190,191,81,78,90,83,164,117,171
Gal3st2,0,0,0,0,0,0,0,0,0
Gal3st2b,0,0,0,0,0,0,0,0,0
Gm7889,0,0,4,4,7,4,0,0,0
Gal3st2c,0,0,0,0,0,0,0,0,0
Neu4,0,0,1,0,0,0,0,0,0
Pdcd1,1,0,1,1,5,3,1,0,1
4930440C22Rik,0,0,0,0,0,0,0,0,0
Fam174a,601,590,347,350,486,420,401,370,444
St8sia4,98,93,37,75,67,47,105,88,139
Gm30431,1,0,0,2,0,1,0,3,4
4930598F16Rik,0,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0
Slco4c1,0,0,0,0,0,0,0,0,2
Panct2,0,0,0,0,0,0,0,0,0
Slco6b1,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0
Macir,861,793,525,539,653,644,641,485,762
Ppip5k2,655,524,295,267,342,412,332,283,349
Gin1,103,98,69,57,56,67,52,48,74
Pam,140,180,70,58,87,66,41,44,43
B230216N24Rik,1,1,1,0,1,1,0,0,0
1810006J02Rik,0,0,0,0,0,1,0,0,0
Gm29461,0,0,0,0,0,0,0,0,0
Slco6d1,0,0,0,0,0,0,0,0,0
Gm7967,0,0,0,0,0,0,0,0,0
Cntnap5b,0,0,1,0,0,0,0,0,0
Gm20268,0,0,0,0,0,0,0,0,0
Cdh20,0,0,1,0,0,0,0,0,0
Gm29012,0,0,0,0,0,0,0,0,0
Rnf152,0,1,1,0,2,1,0,3,0
Gm17634,0,0,1,0,0,0,0,0,0
Pign,533,522,354,284,408,396,253,170,360
Relch,503,393,566,374,671,709,335,282,426
Tnfrsf11a,301,244,368,268,358,359,227,177,248
Gm7160,5,5,10,3,7,2,2,0,3
Zcchc2,692,615,736,671,942,833,601,508,709
Gm20753,1,0,0,1,0,0,1,0,1
Phlpp1,201,136,138,163,270,198,151,139,179
Bcl2,4,4,20,10,15,27,14,16,11
Mir3473f,0,0,0,0,0,0,0,0,0
Kdsr,312,237,223,216,277,292,245,190,297
Vps4b,1663,1413,1090,943,1268,1373,978,804,1144
Serpinb5,0,0,0,0,0,0,0,0,0
Serpinb12,13,15,12,6,11,10,17,11,10
Serpinb13,0,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,0,0,0,0,0,0
Serpinb2,0,0,0,0,0,0,0,0,0
Serpinb10,0,0,0,1,0,0,1,2,2
Serpinb8,3,2,2,1,1,0,2,1,3
D830032E09Rik,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,1,0,0
Cdh19,0,0,0,1,0,0,0,2,0
Dsel,119,94,71,76,109,96,96,52,82
Gm32810,0,0,0,0,0,0,0,0,0
Cntnap5a,0,0,1,0,0,0,0,2,0
B020011L13Rik,0,0,0,0,0,0,0,0,0
Tsn,1464,1464,682,548,796,860,651,498,740
Nifk,544,472,505,269,398,527,228,179,264
Gm28867,0,0,0,0,0,0,0,0,0
Clasp1,612,574,234,300,380,311,302,253,340
2900060B14Rik,3,3,2,1,1,0,0,2,1
Tfcp2l1,1,1,3,1,3,2,1,0,1
Gli2,0,0,1,0,0,0,0,0,0
Mir6346,0,0,0,0,0,0,0,0,0
Inhbb,0,0,0,1,0,0,0,2,0
Ralb,1659,1533,1116,866,1305,1274,1005,730,1025
Tmem185b,443,382,445,324,468,456,346,289,408
3830432H09Rik,0,1,0,0,0,1,0,0,1
Epb41l5,31,34,22,23,16,18,23,13,24
Ptpn4,159,118,97,80,140,133,90,58,94
Tmem177,80,67,33,21,19,40,46,23,49
Cfap221,0,0,0,0,0,0,0,0,0
Sctr,0,0,1,0,0,0,0,0,0
Tmem37,5,3,8,5,11,4,2,2,2
Dbi,2078,2072,864,724,983,996,688,551,812
3110009E18Rik,19,14,9,10,5,12,5,9,14
Steap3,152,145,57,36,62,59,38,49,66
C1ql2,0,4,6,3,1,0,0,0,0
Marco,10850,10843,1603,1439,1012,1825,1447,1466,2219
En1,0,0,0,0,0,0,0,0,0
Celrr,0,0,0,0,0,0,0,0,0
Insig2,279,230,190,156,182,215,178,142,201
Ccdc93,696,568,517,406,485,610,508,433,627
Htr5b,0,0,0,1,2,0,0,0,0
Ddx18,363,314,350,229,314,406,263,196,252
Gm28590,0,0,0,0,0,0,0,0,0
Dpp10,0,2,4,0,0,0,1,6,0
Actr3,5406,4841,3569,3196,4420,4329,3353,2821,4022
Slc35f5,418,371,213,208,290,302,291,230,326
Gpr39,0,0,0,1,0,0,0,2,0
Lypd1,1,0,0,2,0,0,1,3,0
Nckap5,0,0,0,0,2,4,2,0,2
Mgat5,600,625,356,348,500,431,266,267,385
Tmem163,8,2,8,6,3,6,4,5,3
Gm35993,0,0,0,0,0,0,0,0,0
Acmsd,1,0,0,0,0,0,0,0,0
2900009J06Rik,1,0,0,0,0,0,0,0,0
Ccnt2,610,554,502,347,630,619,504,360,541
Map3k19,6,2,2,4,2,2,10,2,4
Rab3gap1,713,677,437,328,468,554,396,308,477
Zranb3,251,263,68,61,74,66,60,60,93
Rpl28,2400,2258,1396,1361,1918,1709,1263,1167,1568
R3hdm1,811,740,567,550,622,695,504,386,559
Mir128-1,0,0,0,0,0,0,0,0,0
Ubxn4,1734,1807,1620,1357,1757,1912,1198,996,1384
Lct,6,6,0,1,2,2,0,1,2
Mcm6,2958,3003,363,291,346,377,545,347,666
Dars,1028,965,438,360,450,566,501,414,536
Cxcr4,1310,1109,518,461,1090,845,858,679,910
Thsd7b,0,0,0,0,0,0,0,2,0
Cd55b,0,0,0,0,0,0,0,0,0
Cd55os,4,1,0,9,2,1,5,1,1
Cd55,4,3,6,17,6,7,10,15,20
Zp3r,0,0,0,0,0,0,0,0,0
C4bp,0,0,0,0,0,0,0,0,0
C4bp-ps1,0,0,0,0,0,0,2,2,0
Pfkfb2,324,295,257,223,292,268,269,216,307
Yod1,129,100,92,65,121,85,78,48,89
AA986860,15,7,14,12,27,31,6,9,17
Gm28857,0,1,3,1,6,3,0,0,2
Gm28856,0,0,0,0,0,0,0,0,0
Fcamr,0,1,0,1,0,0,1,0,1
Pigr,0,0,1,1,1,2,1,0,1
Fcmr,2,1,5,5,1,2,21,11,20
Il24,0,0,0,0,0,0,0,0,0
Il20,0,0,0,0,0,0,0,0,0
Il19,0,0,0,0,1,0,0,0,0
Il10,1,0,1,4,1,1,0,0,0
Mapkapk2,2560,2262,2434,1702,2621,2845,1154,878,1336
Dyrk3,18,21,11,6,15,8,24,22,19
Eif2d,373,392,169,161,236,222,209,182,218
Rassf5,2627,2280,2687,2455,3823,3247,2131,1617,2198
Ikbke,70,47,50,59,60,60,18,22,31
Srgap2,981,923,472,574,857,517,614,509,875
Fam72a,54,50,13,5,11,7,5,1,8
Avpr1b,0,0,0,0,0,0,0,0,0
Ctse,5,3,11,10,12,7,2,2,2
Rab7b,421,330,775,297,478,615,283,208,370
Slc26a9,9,0,7,0,3,9,1,2,0
Pm20d1,6,5,2,2,15,11,5,3,3
Slc41a1,468,404,406,427,447,660,455,362,507
Rab29,443,408,349,304,412,352,399,347,423
Nucks1,2797,2595,989,757,973,1059,649,566,693
Slc45a3,1,0,0,2,0,1,0,1,0
Elk4,360,303,295,283,438,325,296,217,381
Mfsd4a,98,91,84,79,102,100,81,58,117
Gm37120,0,1,1,0,0,0,0,0,2
Cdk18,6,15,5,4,6,10,3,6,7
Lemd1,0,0,0,0,0,0,0,0,0
Mir135b,0,0,0,0,0,0,0,0,0
Klhdc8a,11,11,41,13,15,32,10,9,13
Nuak2,591,587,1227,450,1031,1487,376,271,419
Tmcc2,31,39,45,31,27,34,22,22,20
Dstyk,379,347,374,284,412,440,321,264,384
6030442K20Rik,6,6,2,2,6,4,6,4,7
Rbbp5,667,634,381,245,329,462,356,309,448
Tmem81,67,66,66,42,52,48,65,43,48
Cntn2,0,0,2,2,0,1,2,13,1
Nfasc,0,1,6,1,0,0,0,10,0
Gm10538,0,0,0,0,0,0,0,0,0
Lrrn2,0,0,2,5,0,1,0,0,0
Mdm4,1173,1007,833,819,1050,1015,1037,723,1185
Pik3c2b,88,56,30,33,36,46,62,48,94
Ppp1r15b,3591,3445,3411,3377,4416,4107,2572,2177,3272
Plekha6,83,73,40,41,41,40,87,56,87
Gm19461,1,0,0,1,0,1,1,0,0
Golt1a,0,0,0,0,0,0,0,0,0
Kiss1,0,0,0,0,0,0,0,0,0
Ren2,0,0,0,0,0,0,0,0,0
Ren1,0,0,0,0,0,0,0,0,0
Etnk2,0,0,0,0,0,0,0,1,0
Sox13,0,1,1,2,4,1,2,3,4
Snrpe,513,551,225,207,268,291,222,209,240
Zc3h11a,1926,1750,1604,1409,1869,1793,1576,1279,1821
Zbed6,480,432,423,467,776,647,387,316,599
Lax1,1,5,8,3,7,8,8,9,6
Atp2b4,101,60,218,106,238,287,147,98,151
Mir6903,0,0,0,0,0,0,0,0,0
Optc,0,0,0,0,0,0,0,0,0
Prelp,0,0,1,1,5,2,4,2,2
Fmod,0,0,0,0,0,0,1,0,0
Gm19497,2,1,0,1,0,1,1,3,1
Btg2,1414,808,409,795,4867,4705,2021,2221,2149
Chit1,0,0,1,0,0,0,0,0,0
Chil1,4,10,5,2,4,1,2,3,5
Mybph,0,0,1,2,0,0,0,0,0
Adora1,0,0,1,5,0,0,1,3,0
Myoparr,0,0,0,0,0,0,0,0,0
Myog,0,0,0,0,0,0,0,0,0
Ppfia4,143,62,111,137,215,167,134,114,180
Tmem183a,553,414,357,324,455,425,328,241,337
Mgat4f,1,1,0,1,0,1,3,0,0
Cyb5r1,452,394,248,241,293,278,249,194,355
Adipor1,2600,2208,1890,2079,2943,2423,2023,1590,2223
Klhl12,32,49,12,13,13,10,15,18,14
Rabif,303,270,242,183,265,313,212,161,250
Mgat4e,0,0,0,0,0,0,0,0,0
Kdm5b,102,58,100,135,107,173,136,121,205
Syt2,4,6,11,14,3,24,9,8,2
Ppp1r12b,2645,2321,1831,1509,2272,2142,1451,1182,1936
Gm51265,0,0,0,0,0,0,0,0,0
Ube2t,243,253,26,41,30,12,44,32,43
Lgr6,0,0,0,0,0,0,0,3,0
Ptprv,30,24,10,13,26,18,22,23,11
Ptpn7,990,868,659,551,624,657,579,449,666
Arl8a,1587,1432,1504,1198,1730,1926,1053,895,1384
Gpr37l1,0,0,8,4,1,0,1,9,0
Elf3,0,2,0,0,3,0,1,0,0
Rnpep,3818,3362,1407,1383,1798,1901,1944,1467,2081
Timm17a,333,334,259,182,260,301,159,142,191
Lmod1,0,1,0,0,0,1,0,0,0
Shisa4,4,3,3,3,6,3,2,4,2
Ipo9,1833,1808,740,722,998,949,701,556,828
Nav1,570,504,306,319,343,293,585,429,631
Mir1231,0,0,0,0,0,0,0,0,0
Gm4793,0,0,0,0,0,0,0,1,0
Csrp1,980,1004,266,218,303,270,270,239,358
Phlda3,563,479,388,229,164,422,313,257,340
Tnni1,0,0,0,0,1,0,0,0,0
Lad1,7,4,11,1,10,12,9,8,9
Tnnt2,3,0,1,1,3,1,0,0,2
Pkp1,0,0,0,0,0,0,0,0,0
Igfn1,0,0,0,0,0,0,0,0,0
Tmem9,116,122,61,57,71,72,26,34,60
Ascl5,0,0,0,0,0,0,0,0,0
Cacna1s,1,6,0,0,6,5,1,0,0
Gm15850,0,1,1,0,0,0,0,0,0
Kif21b,306,186,146,161,198,187,119,88,139
Mroh3,0,0,1,0,0,0,0,0,0
Inava,0,0,0,0,0,0,0,0,0
Gpr25,1,0,2,0,2,0,0,0,0
Camsap2,889,916,607,681,890,849,663,565,760
9230116N13Rik,12,18,13,8,6,8,9,3,6
Ddx59,121,101,61,49,88,62,54,38,59
Kif14,728,609,84,73,87,85,106,68,112
Zfp281,356,349,412,417,537,499,230,165,258
Gm19705,7,9,0,3,4,4,3,3,4
Platr22,0,0,0,0,1,0,0,0,0
Nr5a2,0,0,0,0,0,0,0,0,0
Mir181a-1,0,0,0,0,0,0,0,0,0
Mir181b-1,1,0,0,0,0,0,1,0,0
Ptprc,9665,7954,9203,8549,12568,11448,9235,7957,10865
Atp6v1g3,0,0,0,0,0,0,0,0,0
Nek7,1325,1143,758,858,1214,997,879,743,1016
Gm5833,0,0,0,0,0,0,0,0,0
Lhx9,0,0,0,0,0,0,0,1,1
2310009B15Rik,12,14,9,7,11,13,7,6,9
1700019P21Rik,0,0,0,0,0,0,0,0,0
Dennd1b,688,619,520,474,677,589,508,367,531
4930596I21Rik,3,3,1,2,2,2,0,1,2
Crb1,0,0,0,0,0,0,0,0,0
4933436E23Rik,0,0,0,0,0,0,0,0,0
Gm34816,0,0,0,0,0,0,0,0,0
Zbtb41,421,417,282,284,346,342,268,220,313
Aspm,1390,1011,132,148,129,124,273,181,286
F13b,0,0,0,0,0,0,0,0,0
Cfhr1,0,0,0,0,0,0,0,0,0
Cfhr3,0,0,0,0,0,0,0,0,0
Gm4788,0,2,0,0,0,0,0,0,0
Cfhr2,0,0,0,0,0,0,0,0,0
Cfh,171,206,32,23,27,19,47,25,32
Kcnt2,0,0,0,0,0,0,0,0,0
4930590L20Rik,0,0,0,0,0,0,0,0,0
Gm35244,0,0,0,0,0,0,0,0,0
Cdc73,649,606,413,417,552,598,399,383,494
B3galt2,2,2,8,5,3,5,2,5,4
Glrx2,324,286,226,181,225,230,191,176,233
Ro60,295,202,240,226,224,251,279,201,309
Uchl5,657,590,236,242,315,310,239,192,287
Rgs2,1455,924,396,679,1549,1057,1372,1256,1540
Rgs13,0,0,0,0,0,0,0,0,0
Rgs1,837,899,335,382,3573,2281,705,1007,465
Rgs21,0,0,0,0,0,0,0,0,0
Rgs18,2,4,4,2,0,1,1,3,2
Gm29514,0,0,0,0,0,0,0,0,0
Brinp3,0,0,0,1,0,0,0,3,0
Pla2g4a,1095,1129,398,444,522,498,568,456,573
Ptgs2os,0,0,0,0,0,0,0,0,0
Ptgs2,0,0,0,1,6,2,4,1,1
Ptgs2os2,0,1,0,0,0,2,0,0,0
Pdc,0,0,0,0,0,0,0,0,0
2310030A07Rik,0,0,0,0,0,0,0,0,0
Odr4,496,436,296,308,402,409,308,284,363
Tpr,3854,3267,2248,1977,2761,2598,2180,1800,2541
Prg4,52,54,40,44,34,40,32,36,41
Hmcn1,6,3,18,12,24,22,16,19,31
C730036E19Rik,0,0,0,0,0,0,1,0,0
3110040M04Rik,0,0,0,0,0,0,0,0,0
Ivns1abp,7003,5819,3110,3499,4381,4212,4101,3198,5149
Swt1,228,228,164,100,107,199,131,112,200
Trmt1l,518,471,239,209,195,242,395,287,425
Mir7682,0,1,2,1,2,0,0,1,2
Rnf2,242,216,149,140,212,183,165,130,157
Niban1,4083,2263,4161,5000,7502,6200,4994,4494,6346
2810414N06Rik,6,7,3,8,10,7,10,6,7
Edem3,950,865,752,527,769,865,528,468,727
1700025G04Rik,4,13,7,11,14,4,13,12,6
Tsen15,120,125,38,29,36,52,40,43,44
Colgalt2,0,0,3,1,7,4,0,2,3
Rgl1,944,685,869,726,1068,1129,722,548,733
Apobec4,0,0,0,0,0,0,0,0,0
Arpc5,6212,5342,5032,4345,6251,5956,4650,3720,5098
Ncf2,3340,2521,3487,3108,5002,4332,2845,2505,3593
Smg7,877,704,752,589,881,933,607,449,711
1700040K01Rik,0,0,0,0,0,0,0,0,0
Nmnat2,0,1,0,3,1,1,1,5,1
Lamc2,0,1,0,0,4,5,1,1,0
Lamc1,400,430,118,133,155,153,215,107,205
E330020D12Rik,73,79,15,24,28,17,22,18,36
Shcbp1l,58,43,58,51,54,68,31,28,57
Dhx9,3234,2856,3384,2028,3198,3859,1672,1206,1845
Npl,1775,1880,467,356,474,561,618,527,727
Rgs8,0,0,16,15,0,0,1,21,0
C230024C17Rik,0,0,0,0,0,0,0,0,0
Rgs16,0,1,0,1,1,0,0,2,0
Rnasel,963,627,656,706,863,839,775,676,935
Rgsl1,0,1,2,0,0,2,0,0,0
Teddm2,0,0,2,0,0,3,1,0,0
Teddm1b,0,0,0,1,0,0,0,0,0
Teddm1a,0,0,0,0,2,2,0,0,1
Mir8114,0,0,0,0,0,0,0,0,0
Glul,7782,6312,11172,7045,11197,13951,6545,5662,7924
LOC108167736,20,16,26,6,12,23,13,17,19
Zfp648,0,0,0,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0,0,0,0
4930532M18Rik,0,0,0,0,0,0,0,0,0
Cacna1e,0,0,2,4,1,5,0,2,0
Gm9530,21,12,15,18,16,24,25,31,32
Ier5,1101,759,1261,925,1488,1439,1140,1252,1442
Mr1,701,640,337,297,353,413,270,244,360
Stx6,955,850,758,651,1049,968,666,600,814
BC034090,0,0,2,1,6,1,1,0,0
Xpr1,1853,1474,1684,1848,2512,1896,1605,1282,2115
Gm5532,4,4,0,1,1,1,1,0,1
Acbd6,352,326,209,167,311,293,165,168,187
Lhx4,1,0,0,0,0,0,1,0,0
Qsox1,1660,1390,2037,1624,2729,2580,1050,847,1217
Cep350,1864,1739,855,987,1031,1017,1387,1141,1735
Tor1aip1,2188,1781,1742,1509,2392,2214,1519,1286,1712
Tor1aip2,2880,2365,1935,1747,2716,2546,1895,1624,2165
Fam163a,0,0,0,1,0,0,1,0,0
Tdrd5,0,0,0,0,0,0,0,0,0
Nphs2,0,1,0,0,0,0,1,0,1
Axdnd1,4,4,6,2,6,10,5,6,4
Soat1,4211,4155,2327,2450,2815,2849,2762,2213,2960
Abl2,907,815,933,750,1555,1153,542,490,683
Tor3a,594,453,539,368,547,656,369,307,441
Fam20b,974,857,540,547,666,684,487,453,641
Ralgps2,1,3,6,15,14,10,15,6,16
Angptl1,0,0,0,2,0,0,0,1,0
Tex35,0,0,0,3,9,1,0,0,0
Gm30694,0,1,0,2,5,0,1,0,0
Rasal2,254,232,226,389,599,302,176,137,232
2810025M15Rik,114,132,161,143,193,216,63,46,64
Cryzl2,245,224,99,98,127,156,165,150,187
Gm15486,0,0,0,0,0,0,0,0,0
Sec16b,3,5,3,9,6,8,13,8,16
Brinp2,0,0,1,1,0,0,1,0,0
Astn1,0,0,0,3,0,0,1,2,0
Mir488,0,0,0,0,0,0,0,0,0
Pappa2,0,2,0,0,0,0,0,0,0
1600012P17Rik,0,0,0,0,0,0,0,0,0
Cop1,382,280,213,286,354,252,271,278,338
Pou5f1-rs1,1,0,0,0,0,1,0,0,0
Scarna3a,0,0,2,1,0,0,2,0,1
Mir1843b,0,0,0,0,0,0,0,0,0
Tnr,9,5,6,2,6,5,4,3,7
Gm37294,0,0,0,0,0,0,0,0,0
4930523C07Rik,197,118,268,287,507,318,145,150,163
4930562F07Rik,60,22,53,56,99,82,44,31,45
Tnn,0,0,2,0,2,2,0,0,0
Mrps14,463,449,240,222,287,329,214,176,225
Cacybp,1113,1319,678,651,728,632,611,541,651
Rabgap1l,113,90,176,159,238,212,111,103,102
Mir1927,0,0,0,0,0,0,0,0,0
Gpr52,2,5,4,2,2,3,0,4,1
Rc3h1,1069,993,663,700,960,894,792,628,841
Serpinc1,3,3,0,1,2,3,2,1,6
Zbtb37,84,93,72,43,83,90,71,43,81
Gas5,590,521,419,328,385,393,346,262,400
Snord47,6,4,2,8,7,3,1,2,3
Dars2,447,433,113,117,130,126,151,118,193
Cenpl,238,236,50,62,55,58,72,58,78
Klhl20,497,434,295,169,261,334,270,229,358
Ankrd45,0,0,0,0,0,0,0,0,0
Tex50,0,0,0,0,0,0,0,0,0
Prdx6,748,720,411,343,486,516,317,222,350
Tnfsf4,0,0,0,0,0,0,0,1,0
Tnfsf18,1,0,5,4,6,10,3,6,6
Fasl,0,0,0,2,2,2,0,0,0
Suco,417,380,300,494,747,434,264,225,273
4930558K02Rik,0,0,0,0,0,0,0,0,0
Pigc,227,180,119,116,104,119,170,137,185
Dnm3,0,0,0,2,1,1,1,9,0
2810442N19Rik,0,1,1,0,0,1,0,1,0
Dnm3os,0,0,0,0,0,0,0,0,0
Mir199a-2,0,0,0,0,0,0,0,0,0
Mir214,0,0,0,0,0,0,0,0,0
Eef1aknmt,213,177,129,77,103,159,124,67,154
Vamp4,872,832,537,690,784,699,653,524,691
Myoc,0,0,1,0,0,0,0,0,0
Myocos,0,0,0,0,0,0,0,0,0
Prrc2c,3023,2560,2537,1948,3029,3110,1853,1451,2295
Fmo4,0,0,1,0,0,0,0,0,0
Fmo1,6,2,3,1,1,0,7,5,8
Fmo2,3,2,8,1,6,5,10,5,7
Fmo6,0,0,0,0,0,0,0,0,0
Fmo3,1,0,0,0,0,0,0,0,0
Mroh9,0,0,0,0,0,0,0,0,0
Prrx1,0,0,0,0,0,0,0,0,0
